id,Name,Address,Location,Postal_code,Starred
397,"YAKITORI TAISHO"," 5ST MARKS PLACE",MANHATTAN,10003,FALSE
398,"KITCHEN PROVANCE"," 55WEST   38 STREET",MANHATTAN,10018,FALSE
399,"NOM WAH TEA/DIM SUM PALOR"," 13DOYERS STREET",MANHATTAN,10013,FALSE
400,"EL BARRIO RESTAURANT"," 158EAST  116 STREET",MANHATTAN,10029,FALSE
401,"BALLY TOTAL FITNESS JUICE BAR"," 139W 32ND ST",MANHATTAN,10001,FALSE
402,"MIDNIGHT EXPRESS"," 17152 AVENUE",MANHATTAN,10128,FALSE
403,"ANGEL CANDY STORE"," 634WEST  207 STREET",MANHATTAN,10034,FALSE
404,"ICHI UMI"," 6EAST   32 STREET",MANHATTAN,10016,FALSE
405,"BASTA PASTA RESTAURANT"," 37WEST 17 STREET",MANHATTAN,10011,FALSE
406,"HARRY'S ITALIAN"," 2GOLD STREET",MANHATTAN,10038,FALSE
407,"SAIGON MARKET"," 9193UNIVERSITY PLACE",MANHATTAN,10003,FALSE
408,"WOLF AND LAMB"," 10EAST   48 STREET",MANHATTAN,10017,FALSE
409,"THE JOHN LAMB"," 119ORCHARD ST",MANHATTAN,10002,FALSE
410,CHOP'T," 145WEST 51 STREET",MANHATTAN,10019,FALSE
411,KBBQ," 672LEXINGTON AVE",MANHATTAN,10022,FALSE
412,"THE BEEKMAN"," 15BEEKMAN STREET",MANHATTAN,10038,FALSE
413,"CHIPOTLE MEXICAN GRILL"," 2345TH AVE",MANHATTAN,10001,FALSE
414,ALPHAVILLE," 140WILSON AVE",BROOKLYN,11237,FALSE
415,"OLD SICHUAN CUISINE"," 65BAYARD STREET",MANHATTAN,10013,FALSE
416,"PASTAFINA PIZZA"," 3883RD AVE",MANHATTAN,10016,FALSE
417,"SUN SAI GAI RESTAURANT"," 220CANAL STREET",MANHATTAN,10013,FALSE
418,"HUDSON'S MARKET @ SHERATON NEW YORK"," 8117 AVENUE",MANHATTAN,10019,FALSE
419,"SKYLIGHT DINER"," 402WEST   34 STREET",MANHATTAN,10001,FALSE
420,"DOS CAMINOS"," 1567BROADWAY",MANHATTAN,10036,FALSE
421,"PJ BERNSTEIN DELI & RESTAURANT"," 1215THIRD AVENUE",MANHATTAN,10021,FALSE
422,"MANOLO TAPAS RESTAURANT"," 4161BROADWAY",MANHATTAN,10033,FALSE
423,"18 RESTAURANT"," 240EAST   81 STREET",MANHATTAN,10028,FALSE
424,"DESMOND'S TAVERN"," 433PARK AVENUE SOUTH",MANHATTAN,10016,FALSE
425,"IL CORSO RISTORANTE ITALIANO"," 54WEST   55 STREET",MANHATTAN,10019,FALSE
426,"LEMON LEAVES"," 55LIBERTY STREET",MANHATTAN,10005,FALSE
427,"BEN ASH DELICATESSEN"," 8557 AVENUE",MANHATTAN,10019,FALSE
428,MCDONALD'S," 136W 3RD ST",MANHATTAN,10012,FALSE
429,"THE BREAD FACTORY"," 9358 AVENUE",MANHATTAN,10019,FALSE
430,FIKA," 41W 58TH ST",MANHATTAN,10019,FALSE
431,"GULLUOGLU BAKLAVA & CAFE"," 9822 AVENUE",MANHATTAN,10022,FALSE
432,"SILVER PALACE"," 3438BROADWAY",MANHATTAN,10031,FALSE
433,"BISTRO CATERERS"," 147WEST   51 STREET",MANHATTAN,10019,FALSE
434,"CHIPOTLE MEXICAN GRILL"," 3505 AVENUE",MANHATTAN,10118,FALSE
435,"CHINELOS II DELI-GROCERY RESTAURANT"," 530W 136TH ST",MANHATTAN,10031,FALSE
436,"EPISTROPHY CAFE"," 200MOTT STREET",MANHATTAN,10012,FALSE
437,"AFRICAN AMERICAN BEST FOOD"," 410LENOX AVENUE",MANHATTAN,10037,FALSE
438,"TOTTO RAMEN"," 366WEST   52 STREET",MANHATTAN,10019,FALSE
439,"MAGNOLIA BAKERY"," 401BLEECKER STREET",MANHATTAN,10014,FALSE
440,"CENTRAL MARKET ALL AMERICAN GRILL"," 4SOUTH STREET",MANHATTAN,10004,FALSE
441,"THE COTTAGE/AZUKI JAPANESE"," 120EAST   16 STREET",MANHATTAN,10003,FALSE
442,STARBUCKS," 4627 AVENUE",MANHATTAN,10018,FALSE
443,"DUNKIN' DONUTS, BASKIN ROBBINS"," 455PARK AVENUE SOUTH",MANHATTAN,10016,FALSE
444,"IBM EXECUTIVE DINING ROOM"," 590MADISON AVE",MANHATTAN,10022,FALSE
445,"BEAN N BEAN"," 71BROADWAY",MANHATTAN,10006,FALSE
446,"LA MIRABELLE RESTAURANT"," 102WEST   86 STREET",MANHATTAN,10024,FALSE
447,"THE PONY BAR"," 14441 AVENUE",MANHATTAN,10021,FALSE
448,"WHITE HORSE TAVERN"," 25BRIDGE ST",MANHATTAN,10004,FALSE
449,"PICK & PAY GYRO & PIZZA"," 30LEXINGTON AVE",MANHATTAN,10010,FALSE
450,"JACKSON HOLE"," 521THIRD AVENUE",MANHATTAN,10016,FALSE
451,SMILERS," 5545 AVENUE",MANHATTAN,10036,FALSE
452,"JUMBO'S HAMBURGERS"," 274WEST  145 STREET",MANHATTAN,10039,FALSE
453,"PUFFY'S TAVERN"," 81HUDSON STREET",MANHATTAN,10013,FALSE
454,MATISSE," 9242 AVENUE",MANHATTAN,10022,FALSE
455,"JUST SALAD"," 134WEST   37 STREET",MANHATTAN,10018,FALSE
456,"Little Italy"," 180VARICK ST",MANHATTAN,10014,FALSE
457,"EL NUEVO TAINO"," 2228AMSTERDAM AVENUE",MANHATTAN,10032,FALSE
458,"FAIRFIELD INN & SUITES MANHATTAN  NEW YORK CENTRAL PARK"," 538W 58TH ST",MANHATTAN,10019,FALSE
459,"LA CARIDAD RESTAURANT"," 2092AMSTERDAM AVENUE",MANHATTAN,10032,FALSE
460,STARBUCKS," 151WEST 34TH STREET",MANHATTAN,10001,FALSE
461,"TOUCH OF DEE'S"," 657LENOX AVENUE",MANHATTAN,10037,FALSE
462,"28 NOODLES"," 4173 AVENUE",MANHATTAN,10016,FALSE
463,DARKHORSE," 17MURRAY STREET",MANHATTAN,10007,FALSE
464,PIPPALI," 129E 27TH ST",MANHATTAN,10016,FALSE
465,"EMPORIUM BRASIL RESTAURANT"," 15WEST   46 STREET",MANHATTAN,10036,FALSE
466,"JACOB'S PICKLES"," 509AMSTERDAM AVENUE",MANHATTAN,10024,FALSE
467,"MCKINSEY & COMPANY CAFETERIA"," 55E 52ND ST",MANHATTAN,10022,FALSE
468,"THE JUILLIARD SCHOOL(ROSE CAFE)"," 165WEST 65 ST",MANHATTAN,10023,FALSE
469,TREEHAUS," 8303RD AVE",MANHATTAN,10022,FALSE
470,"A ASO SUSHI"," 11031 AVENUE",MANHATTAN,10065,FALSE
471,RESERVIOR," 70UNIVERSITY PL",MANHATTAN,10003,FALSE
472,"PADDY MAGUIRE'S ALE HOUSE"," 237THIRD AVENUE",MANHATTAN,10003,FALSE
473,"JOE'S PIZZA"," 150EAST   14 STREET",MANHATTAN,10003,FALSE
474,TABLETIME," 20E 42ND ST",MANHATTAN,10017,FALSE
475,"SHU HAN JU AUTHENTIC CHINESE CUISINE"," 4656TH AVE",MANHATTAN,10011,FALSE
476,"PIZZA SHACK"," 525GRAND ST",MANHATTAN,10002,FALSE
477,"SCOTTY'S DINER"," 336LEXINGTON AVENUE",MANHATTAN,10016,FALSE
478,"TASTY TASTY CHINESE"," 534E 14TH ST",MANHATTAN,10009,FALSE
479,"V {iv} Thai Restaurant & Bar"," 138EAST   34 STREET",MANHATTAN,10016,FALSE
480,"CORNERSTONE TAVERN/THE STAG'S HEAD"," 9612 AVENUE",MANHATTAN,10022,FALSE
481,Bustan," 487AMSTERDAM AVENUE",MANHATTAN,10024,FALSE
482,"SIDO FALAFEL & MORE"," 267COLUMBUS AVE",MANHATTAN,10023,FALSE
483,"THE RED LION"," 151BLEECKER STREET",MANHATTAN,10012,FALSE
484,ANDAZ," 13781 AVENUE",MANHATTAN,10021,FALSE
485,"RESTAURANTE & PANADERIA GUATELINDA"," 170-18JAMAICA AVE",QUEENS,11432,FALSE
486,"SIGGY'S NYC"," 292ELIZABETH STREET",MANHATTAN,10012,FALSE
487,"JAIYA THAI ORIENTAL RESTAURANT"," 396THIRD AVENUE",MANHATTAN,10016,FALSE
488,"GOOD ENOUGH TO EAT (A.G. BISTRO)"," 520COLUMBUS AVENUE",MANHATTAN,10024,FALSE
489,"HELLS KITCHEN CAFE/HK LOUNGE"," 5239 AVENUE",MANHATTAN,10018,FALSE
490,PAPPARDELLA," 316COLUMBUS AVENUE",MANHATTAN,10023,FALSE
491,"DUNKIN' DONUTS"," 130CHURCH STREET",MANHATTAN,10007,FALSE
492,"BELLA VITA PIZZERIA"," 211WEST   43 STREET",MANHATTAN,10036,FALSE
493,"CAFE EIGHTY TWO"," 2282BROADWAY",MANHATTAN,10024,FALSE
494,"CIRCO RESTAURANT"," 120WEST   55 STREET",MANHATTAN,10019,FALSE
495,"MAMA'S BAR"," 3234AVENUE B",MANHATTAN,10009,FALSE
496,"TIMES DELI & CAFE"," 158WEST 44 STREET",MANHATTAN,10036,FALSE
497,"EL CASTILLO DE JAGUA II"," 521GRAND ST",MANHATTAN,10002,FALSE
498,"TRUMP CAFE & GRILL"," 7255 AVENUE",MANHATTAN,10022,FALSE
499,"MCKENNA'S PUB"," 250WEST   14 STREET",MANHATTAN,10011,FALSE
500,HAKKASAN," 311WEST   43 STREET",MANHATTAN,10036,FALSE
501,PINGS," 22MOTT ST",MANHATTAN,10013,FALSE
502,"TRE GIOVANI PIZZA & PASTA"," 548LA GUARDIA PLACE",MANHATTAN,10012,FALSE
503,"PINOCCHIO RISTORANTE"," 17481 AVENUE",MANHATTAN,10128,FALSE
504,"INDO-PAK HALAL RESTAURANT"," 21732 AVENUE",MANHATTAN,10029,FALSE
505,"DOJO RESTAURANT"," 10WEST 4 STREET",MANHATTAN,10012,FALSE
506,"UMAMI BURGER"," 432AVENUE OF THE AMERICAS",MANHATTAN,10011,FALSE
507,"OUTBACK STEAKHOUSE"," 60WEST   23 STREET",MANHATTAN,10010,FALSE
508,"THE DELANCEY"," 168DELANCEY STREET",MANHATTAN,10002,FALSE
509,"2 WEST RESTAURANT"," 2WEST STREET",MANHATTAN,10004,FALSE
510,"VICO RISTORANTE"," 1302MADISON AVENUE",MANHATTAN,10128,FALSE
511,"TOASTIES CAFE"," 599LEXINGTON AVENUE",MANHATTAN,10022,FALSE
512,"KINGSTON HALL"," 1492 AVENUE",MANHATTAN,10003,FALSE
513,"EAST VILLAGE THIA RESTAURANT"," 32E 7TH ST",MANHATTAN,10003,FALSE
514,"BARNEY GREENGRASS"," 541AMSTERDAM AVENUE",MANHATTAN,10024,FALSE
515,PARM," 248MULBERRY STREET",MANHATTAN,10012,FALSE
516,"H & H MIDTOWN BAGELS EAST"," 15512 AVENUE",MANHATTAN,10028,FALSE
517,"PHO THANH HOAI 1"," 73MULBERRY ST",MANHATTAN,10013,FALSE
518,KANOYAMA," 1752 AVENUE",MANHATTAN,10003,FALSE
519,"VOILA 76"," 14522 AVENUE",MANHATTAN,10021,FALSE
520,"VOLARE RESTAURANT"," 147WEST FOURTH STREET",MANHATTAN,10012,FALSE
521,"SAPPORO RESTAURANT"," 152WEST   49 STREET",MANHATTAN,10019,FALSE
522,"SAM'S PLACE"," 132EAST   39 STREET",MANHATTAN,10016,FALSE
523,"JESSIE'S EXPRESS CAFE"," 4118 AVENUE",MANHATTAN,10001,FALSE
524,"RITZ DINER"," 11331 AVENUE",MANHATTAN,10065,FALSE
525,"OAXACA MEXICAN GRILL"," 245PARK AVENUE",MANHATTAN,10003,FALSE
526,"NEW ANDY'S DELI"," 873BROADWAY",MANHATTAN,10003,FALSE
527,"RITZ DINER"," 11331 AVENUE",MANHATTAN,10065,FALSE
528,KINI," 422735TH AVE",QUEENS,11101,FALSE
529,"BLAKE AND TODD"," 52EAST   53 STREET",MANHATTAN,10022,FALSE
530,"MING'S DELIGHT"," 5943 AVENUE",MANHATTAN,10016,FALSE
531,"M & J ASIAN RESTAURANT"," 600E 14TH ST",MANHATTAN,10009,FALSE
532,COCORON," 37KENMARE STREET",MANHATTAN,10012,FALSE
533,"MILK N' HONEY"," 22W 45TH ST",MANHATTAN,10036,FALSE
534,Polpette," 483AMSTERDAM AVE",MANHATTAN,10024,FALSE
535,"THE TULCINGO AZTECA"," 386110 AVENUE",MANHATTAN,10034,FALSE
536,CARIDAD," 588AMSTERDAM AVENUE",MANHATTAN,10024,FALSE
537,"GUY & GALLARD"," 470PARK AVENUE SOUTH",MANHATTAN,10016,FALSE
538,"PONTY BISTRO"," 2183 AVENUE",MANHATTAN,10003,FALSE
539,"ROOM SERVICE"," 6909TH AVE",MANHATTAN,10036,FALSE
540,"HAMPTON INN"," 54WATTS STREET",MANHATTAN,10013,FALSE
541,"DIG INN"," 16E 23RD ST",MANHATTAN,10010,FALSE
542,"JO JO"," 160EAST   64 STREET",MANHATTAN,10065,FALSE
543,"CANDLE 79 RESTAURANT"," 154EAST   79 STREET",MANHATTAN,10075,FALSE
544,Pick-A-Bagel," 1101LEXINGTON AVE",MANHATTAN,10075,FALSE
545,"LIVE BAIT BAR & RESTAURANT"," 14EAST   23 STREET",MANHATTAN,10010,FALSE
546,"OLD JOHN'S LUNCHEONETTE"," 148WEST   67 STREET",MANHATTAN,10023,FALSE
547,"EAST 86 CINEMAS"," 210EAST   86 STREET",MANHATTAN,10028,FALSE
548,"EL PARADOR CAFE"," 325EAST   34 STREET",MANHATTAN,10016,FALSE
549,BINY," 393CANAL ST",MANHATTAN,10013,FALSE
550,"DA MARINO RESTAURANT"," 220W 49TH ST",MANHATTAN,10019,FALSE
551,"BLARNEY ROCK"," 137WEST   33 STREET",MANHATTAN,10001,FALSE
552,"POPEYES LOUISIANA KITCHEN"," 53WEST  116 STREET",MANHATTAN,10026,FALSE
553,"GINGERS (DOUBLE TREE HOTEL)"," 1568BROADWAY",MANHATTAN,10036,FALSE
554,"MEE SUM CAFE"," 26PELL STREET",MANHATTAN,10013,FALSE
555,AGOZAR," 324BOWERY",MANHATTAN,10012,FALSE
556,"NEW WING WAH BAKERY"," 246GRAND STREET",MANHATTAN,10002,FALSE
557,GIRELLO," 16NORTH MOORE STREET",MANHATTAN,10013,FALSE
558,"YUMMY SUSHI"," 30ROCKFEELLER PLAZA",MANHATTAN,10020,FALSE
559,"GLEASON'S TAVERN"," 206W 41ST ST",MANHATTAN,10036,FALSE
560,RAMEN-YA," 133W 3RD ST",MANHATTAN,10012,FALSE
561,"NEW YORK UNIVERSITY - LIPTON HALL"," 33WASHINGTON SQUARE WEST",MANHATTAN,10011,FALSE
562,LANDMARC," 179WEST BROADWAY",MANHATTAN,10013,FALSE
563,"METROPOLITAN CLUB"," 1EAST   60 STREET",MANHATTAN,10022,FALSE
564,AMAZE," 466AMSTERDAM AVENUE",MANHATTAN,10024,FALSE
565,"BAKER STREET PUB"," 11521 AVENUE",MANHATTAN,10065,FALSE
566,"LA BELLEZZA PIZZERIA"," 315BROADWAY",MANHATTAN,10007,FALSE
567,"CHO DANG GOL"," 55WEST   35 STREET",MANHATTAN,10001,FALSE
568,"ABITINO'S PIZZA"," 7332 AVENUE",MANHATTAN,10016,FALSE
569,POCO," 33AVENUE B",MANHATTAN,10009,FALSE
570,BEAUTIQUE," 8W 58TH ST",MANHATTAN,10019,FALSE
571,"CROWN FRIED CHICKEN"," 117AVENUE D",MANHATTAN,10009,FALSE
572,"CLUB GRILL"," 4PENN PLZ",MANHATTAN,10121,FALSE
573,"FINEST DUMPLING RESTAURANT"," 25 BHENRY STREET",MANHATTAN,10002,FALSE
574,"HYO DONG GAK"," 51WEST   35 STREET",MANHATTAN,10001,FALSE
575,"SOPHIE'S RESTAURANT"," 369LEXINGTON AVENUE",MANHATTAN,10017,FALSE
576,"NEW RANCHITO"," 924AMSTERDAM AVENUE",MANHATTAN,10025,FALSE
577,"HUDSON BAR AND BOOKS"," 636HUDSON STREET",MANHATTAN,10014,FALSE
578,"VIV RESTAURANT"," 7179TH AVE",MANHATTAN,10019,FALSE
579,"SOLO PIZZA"," 27AVENUE B",MANHATTAN,10009,FALSE
580,"NOODLE Q"," 2E BROADWAY",MANHATTAN,10038,FALSE
581,BIERHAUS," 7123 AVENUE",MANHATTAN,10017,FALSE
582,"DELIS 48"," 48W 48 STREET",MANHATTAN,10036,FALSE
583,"BOULEVARD BISTRO"," 239LENOX AVENUE",MANHATTAN,10027,FALSE
584,"DOCKS RESTAURANT"," 6333 AVENUE",MANHATTAN,10017,FALSE
585,"DONT TELL MAMA"," 343WEST   46 STREET",MANHATTAN,10036,FALSE
586,"THE COTTAGE/AZUKI JAPANESE"," 120EAST   16 STREET",MANHATTAN,10003,FALSE
587,"BALTHAZAR RESTAURANT"," 80SPRING STREET",MANHATTAN,10012,FALSE
588,"WEST SIDE STEAKHOUSE"," 59710 AVENUE",MANHATTAN,10036,FALSE
589,"BLU CAFE BY TAVALON"," 120RIVERSIDE BOULEVARD",MANHATTAN,10069,FALSE
590,"ANGELA'S CAKE"," 182AUDUBON AVENUE",MANHATTAN,10033,FALSE
591,BAREBURGER," 313W 57TH ST",MANHATTAN,10019,FALSE
592,"A1 OCHA SUSHI"," 350W 46TH ST",MANHATTAN,10036,FALSE
593,"SAVOUR SICHUAN"," 108W 39TH ST",MANHATTAN,10018,FALSE
594,"COZY SOUP & BURGER"," 739BROADWAY",MANHATTAN,10003,FALSE
595,"LA BELLEZZA PIZZERIA"," 315BROADWAY",MANHATTAN,10007,FALSE
596,"CHA CHA'S BACKYARD GARDEN BAR & CAFE"," 113MULBERRY STREET",MANHATTAN,10013,FALSE
597,"CHIPOTLE MEXICAN GRILL"," 3505 AVENUE",MANHATTAN,10118,FALSE
598,CHERI," 231MALCOLM X BLVD",MANHATTAN,10027,FALSE
599,TASTINGS," 251EAST  110 STREET",MANHATTAN,10029,FALSE
600,"GEORGIO'S PIZZERIA"," 20BEAVER STREET",MANHATTAN,10004,FALSE
601,"SANT AMBROEUS"," 259WEST    4 STREET",MANHATTAN,10014,FALSE
602,"YURA & COMPANY ON MADISON"," 1292MADISON AVENUE",MANHATTAN,10128,FALSE
603,"WEI WEST/BEANS & GREENS"," 102NORTH END AVENUE",MANHATTAN,10282,FALSE
604,"LA BOITE EN BOIS"," 75WEST   68 STREET",MANHATTAN,10023,FALSE
605,"REVEL ITM GARDEN"," 10LITTLE WEST   12 STREET",MANHATTAN,10014,FALSE
606,"SUGAR AND PLUMM"," 377AMSTERDAM AVENUE",MANHATTAN,10024,FALSE
607,"THE LIBRARY"," 7AVENUE A",MANHATTAN,10009,FALSE
608,"HOUSING WORKS FOOD"," 126CROSBY STREET",MANHATTAN,10012,FALSE
609,VAI," 429AMSTERDAM AVENUE",MANHATTAN,10024,FALSE
610,"ZORA'S CAFE"," 7129TH AVE",MANHATTAN,10019,FALSE
611,"VANESSA DUMPLINGS"," 118AELDRIDGE ST",MANHATTAN,10002,FALSE
612,"BULLY'S DELI"," 759BROADWAY",MANHATTAN,10003,FALSE
613,CHERI," 231MALCOLM X BLVD",MANHATTAN,10027,FALSE
614,DELICACY," 12E 44TH ST",MANHATTAN,10017,FALSE
615,"TASTE GOOD RESTAURANT"," 18WEST 25TH STREET",MANHATTAN,10010,FALSE
616,"IGUANA RESTAURANT"," 240WEST   54 STREET",MANHATTAN,10019,FALSE
617,"CAFE CON LECHE"," 20262ND AVE",MANHATTAN,10029,FALSE
618,"TABATA NOODLE RESTAURANT"," 5409 AVENUE",MANHATTAN,10018,FALSE
619,"SENN THAI COMFORT FOOD"," 452AMSTERDAM AVE",MANHATTAN,10024,FALSE
620,"ARTICHOKE BASILLE'S PIZZA"," 321E 14TH ST",MANHATTAN,10003,FALSE
621,"CHIPOTLE MEXICAN GRILL"," 12216 AVENUE",MANHATTAN,10020,FALSE
622,GINA," 2028BROADWAY",MANHATTAN,10023,FALSE
623,"HANG LEE RESTAURANT"," 666WEST  204 STREET",MANHATTAN,10034,FALSE
624,"OPEN KITCHEN"," 33E 33RD ST",MANHATTAN,10016,FALSE
625,"OLIVE TREE CAFE & COMEDY CELLAR"," 117MAC DOUGAL STREET",MANHATTAN,10012,FALSE
626,"WIMPY'S RESTAURANT"," 1232ST NICHOLAS AVENUE",MANHATTAN,10032,FALSE
627,"TRIBECA'S KITCHEN"," 200CHURCH ST",MANHATTAN,10013,FALSE
628,"FRESH & CO"," 3637 AVENUE",MANHATTAN,10001,FALSE
629,"EMPIRE PIZZA"," 3145 AVENUE",MANHATTAN,10001,FALSE
630,"THE LOUISE/SALOON"," 1584YORK AVENUE",MANHATTAN,10028,FALSE
631,"HUMMUS KITCHEN"," 16132ND AVE",MANHATTAN,10028,FALSE
632,"CITY WINERY"," 155VARICK STREET",MANHATTAN,10013,FALSE
633,"JUST SALAD"," 233BROADWAY",MANHATTAN,10279,FALSE
634,"28 NOODLES"," 4173 AVENUE",MANHATTAN,10016,FALSE
635,"CAFE CORTADITO"," 210EAST    3 STREET",MANHATTAN,10009,FALSE
636,"SHUN CHEONG iKITCHEN"," 2-4WEST 111 STREET",MANHATTAN,10026,FALSE
637,"BY SUZETTE FRENCH CREPES"," 86CHAMBERS ST",MANHATTAN,10007,FALSE
638,"BROADWAY RESTAURANT"," 2664BROADWAY",MANHATTAN,10025,FALSE
639,GYU-KAKU," 8053 AVENUE",MANHATTAN,10022,FALSE
640,"PINOCCHIO RISTORANTE"," 17481 AVENUE",MANHATTAN,10128,FALSE
641,"POLANCO RESTAURANT BBQ"," 2421ADAM CLAYTON POWELL JR B",MANHATTAN,10030,FALSE
642,"PARK LANE HOTEL"," 36CENTRAL PARK S",MANHATTAN,10019,FALSE
643,"EL REY DE LA CARIDAD"," 973AMSTERDAM AVENUE",MANHATTAN,10025,FALSE
644,"FLAFEL ON BROADWAY"," 3151BROADWAY",MANHATTAN,10027,FALSE
645,"LA BERGAMOTE"," 1779 AVENUE",MANHATTAN,10011,FALSE
646,"RESTAURANTE ECUATORIANO GENESIS"," 538WEST  207 STREET",MANHATTAN,10034,FALSE
647,MAMAM," 239CENTRE ST",MANHATTAN,10013,FALSE
648,MCDONALD'S," 12PENN STATION",MANHATTAN,10001,FALSE
649,"Burger Heights"," 177WADSWORTH AVE",MANHATTAN,10033,FALSE
650,"NHA TRANG RESTAURANT"," 87BAXTER STREET",MANHATTAN,10013,FALSE
651,RESOBOX," 203W 20TH ST",MANHATTAN,10011,FALSE
652,PIACERE," 351BROOME STREET",MANHATTAN,10013,FALSE
653,"EAST VILLAGE THIA RESTAURANT"," 32E 7TH ST",MANHATTAN,10003,FALSE
654,"HARRY'S ITALIAN"," 225MURRAY ST",MANHATTAN,10282,FALSE
655,HUERTAS," 1071ST AVE",MANHATTAN,10003,FALSE
656,"LAN SHENG RESTAURANT"," 128W 36TH ST",MANHATTAN,10018,FALSE
657,"FOUR SEASONS HOTEL"," 57EAST   57 STREET",MANHATTAN,10022,FALSE
658,"CARROT TOP PASTRIES"," 3931BROADWAY",MANHATTAN,10032,FALSE
659,"SQUIRE DINER"," 80BEEKMAN STREET",MANHATTAN,10038,FALSE
660,"CAFE LUKA"," 13191 AVENUE",MANHATTAN,10021,FALSE
661,"PHILLIP MARIE"," 569HUDSON STREET",MANHATTAN,10014,FALSE
662,NISI," 300-302BLEECKER ST",MANHATTAN,10014,FALSE
663,ESSEX," 120ESSEX STREET",MANHATTAN,10002,FALSE
664,"G&J'S PIZZERIA"," 17971ST AVE",MANHATTAN,10128,FALSE
665,"HAVANA SOCIAL"," 68810 AVENUE",MANHATTAN,10019,FALSE
666,SUNITA," 106NORFOLK STREET",MANHATTAN,10002,FALSE
667,"DELIVERY ONLY"," 126PEARL ST",MANHATTAN,10005,FALSE
668,"CAFE RUSTICO II"," 25WEST   35 STREET",MANHATTAN,10001,FALSE
669,"EL MAGUEY Y LA TUNA"," 321EAST HOUSTON STREET",MANHATTAN,10002,FALSE
670,"PICCOLO CAFE"," 238MADISON AVENUE",MANHATTAN,10016,FALSE
671,"ORIGINAL RAY'S PIZZA"," 811LEXINGTON AVENUE",MANHATTAN,10065,FALSE
672,"INDUSTRY KITCHEN"," 70SOUTH ST",MANHATTAN,10005,FALSE
673,STREETBIRD," 2149FREDERICK DOUGLASS BOULEVARD",MANHATTAN,10026,FALSE
674,PAX," 5208 AVENUE",MANHATTAN,10018,FALSE
675,"CITY MARKET CAFE"," 1785 AVENUE",MANHATTAN,10010,FALSE
676,"BISTRO MARKETPLACE"," 125PARK AVENUE",MANHATTAN,10017,FALSE
677,ANNABEL," 8099TH AVE",MANHATTAN,10019,FALSE
678,"GRILL 212"," 212WEST   80 STREET",MANHATTAN,10024,FALSE
679,"ANATOLIA MEDITERRANEAN CUISINE"," 401EAST   62 STREET",MANHATTAN,10065,FALSE
680,"THE FITZ"," 687LEXINGTON AVE",MANHATTAN,10022,FALSE
681,"CHELSEA DELI & PIZZA"," 30110 AVENUE",MANHATTAN,10001,FALSE
